moviename,theater,numberofkids,other,starttime,date,mpaa_rating,theater_chain,actress,zip,state,distanceconstraints,city,genre,video_format,critic_rating,actor,price,
deadpool,The Pearl Theatre,,,7:30pm,tomorrow,,,,19101,pa,near,philadelphia,,,,,,
eddie the eagle,amc marketfair 10,,,7pm,tomorrow,,,,,nj,,princeton,dramas,,,,,
eddie the eagle,amc marketfair 10,,,6:45pm,tomorrow,,,,,nj,,princeton,dramas,,,,,
race and risen,amc marketfair 10,,,7pm,tomorrow,,,,,nj,,princeton,dramas,,,,,
race and risen,amc marketfair 10,,,6:45pm,tomorrow,,,,,nj,,princeton,dramas,,,,,
deadpool,carmike summit 16,,,around 5pm,tomorrow,,,,,al,,birmingham,,,,,,
deadpool,carmike summit 16,,,4:20pm,tomorrow,,,,,al,,birmingham,,,,,,
deadpool,carmike summit 16,,,7:20pm,tomorrow,,,,,al,,birmingham,,,,,,
london has fallen,amc showplace carbondale 8,,,afternoon,tomorrow,,,,62901,illinois,,carbondale,action,,good,,,
london has fallen,amc university place,,,afternoon,tomorrow,,,,62901,illinois,,carbondale,action,,good,,,
london has fallen,amc showplace carbondale 8,,,afternoon,tomorrow,,,,62901,il,,carbondale,action,,good,,,
london has fallen,amc university place,,,afternoon,tomorrow,,,,62901,il,,carbondale,action,,good,,,
london has fallen,amc showplace carbondale 8,,,2:30pm,tomorrow,,,,62901,illinois,,carbondale,action,,good,,,
zootopia,carmike summit 16,,search theaters,10:00am,last weekend,pg,,,35243,al,,birmingham,action,,popular,,,
zootopia,carmike summit 16,,search theaters,10:00am,last weekend,pg,,,35243,al,,hoover,action,,popular,,,
zootopia,carmike patton creek,,search theaters,10:00am,last weekend,pg,,,35243,al,,birmingham,action,,popular,,,
zootopia,carmike patton creek,,search theaters,10:00am,last weekend,pg,,,35243,al,,hoover,action,,popular,,,
zootopia,carmike summit 16,,search theaters,10:00am,last weekend,pg,,,35244,al,,birmingham,action,,popular,,,
london has fallen,carmike summit 16,,,2:00 pm,this saturday,,,,,alabama,,birmingham,action,,good,,,
london has fallen,carmike summit 16,,,1:35pm,this saturday,,,,,alabama,,birmingham,action,,good,,,
gods of egypt,carmike summit 16,,,2:00 pm,this saturday,,,,,alabama,,birmingham,action,,good,,,
gods of egypt,carmike summit 16,,,1:35pm,this saturday,,,,,alabama,,birmingham,action,,good,,,
deadpool,carmike summit 16,,,2:00 pm,this saturday,,,,,alabama,,birmingham,action,,good,,,
The big short,regal meridian 16,,,8:45 pm,tomorrow,,,,,,,seattle,,,,,,
zoolander 2,regal meridian 16,,cheapest,2:00pm,today,,,,98126,wa,closest,seattle,,,,,,
zoolander 2,regal meridian 16,,cheapest,2:00pm,today,,,,98101,wa,closest,seattle,,,,,,
zoolander 2,regal meridian 16,,do not know,2:00pm,today,,,,98126,wa,closest,seattle,,,,,,
zoolander 2,regal meridian 16,,do not know,2:00pm,today,,,,98101,wa,closest,seattle,,,,,,
zoolander 2,regal meridian 16,,cheapest,4:30pm,today,,,,98126,wa,closest,seattle,,,,,,
deadpool,amc pacific place,,,around 8pm,friday,,amc pacific place 11,,98119,,,,,,,,,
deadpool,amc pacific place,,,8:10PM,friday,,amc pacific place 11,,98119,,,,,,,,,
zootopia,mall of georgia movie theater,,date night,10:40pm,friday,r,,tina fey,,georgia,,buford,comedy,,,,,
zootopia,mall of georgia movie theater,,date night,10:40pm,friday,r,,tina fey,,georgia,,buford,animated,,,,,
zootopia,mall of georgia movie theater,,disney,10:40pm,friday,r,,tina fey,,georgia,,buford,comedy,,,,,
zootopia,mall of georgia movie theater,,disney,10:40pm,friday,r,,tina fey,,georgia,,buford,animated,,,,,
Whiskey Tango Foxtrot,mall of georgia movie theater,,date night,10:40pm,friday,r,,tina fey,,georgia,,buford,comedy,,,,,
zootopia,regal meridian 16,,,evening around 6pm,tomorrow,,,,,,north side,seattle,,,,,,
zootopia,regal thornton place,,,evening around 6pm,tomorrow,,,,,,north side,seattle,,,,,,
zootopia,regal meridian 16,,,5:20,tomorrow,,,,,,north side,seattle,,,,,,
zootopia,regal thornton place,,,5:20,tomorrow,,,,,,north side,seattle,,,,,,
zootopia,regal meridian 16,,,6:30 pm,tomorrow,,,,,,north side,seattle,,,,,,
deadpool,current,,,a lot,march 12,,,,,california,,Fresno,action,,,,,
deadpool,Visalia,,,a lot,march 12,,,,,california,,Fresno,action,,,,,
deadpool,regal visalia stadium 10,,,a lot,march 12,,,,,california,,Fresno,action,,,,,
deadpool,current,,,a lot,weekend,,,,,california,,Fresno,action,,,,,
deadpool,Visalia,,,a lot,weekend,,,,,california,,Fresno,action,,,,,
whiskey tango foxtrot,regal meridian 16,,name,sonnest,,,,,,,,seattle,,,,,,
whiskey tango foxtrot,regal meridian 16,,name,9:00pm,,,,,,,,seattle,,,,,,
zootopia,regal colonnade 14,,,matinee,tomorrow,,,,,,,las vegas,,3d#standard,,,,
zootopia,regal colonnade 14,,,matinee,tomorrow,,,,,,,las vegas,,3d,,,,
zootopia,regal colonnade 14,,,1:30pm,tomorrow,,,,,,,las vegas,,3d#standard,,,,
zootopia,regal colonnade 14,,,1:30pm,tomorrow,,,,,,,las vegas,,3d,,,,
zootopia,regal colonnade 14,,,1:30,tomorrow,,,,,,,las vegas,,3d#standard,,,,
zoolander 2,regal meridian 16,,Fandango,9:30 pm,march 15th,,,,,virginia,,seattle,,,,,,
zoolander 2,regal meridian 16,,Fandango,9:30 pm,march 15th,,,,,virginia,,waynesboro,,,,,,
zoolander 2,regal meridian 16,,Fandango,9:30 pm,march 15th,,,,,virginia,,norfolk,,,,,,
zoolander 2,zeus,,Fandango,9:30 pm,march 15th,,,,,virginia,,seattle,,,,,,
zoolander 2,zeus,,Fandango,9:30 pm,march 15th,,,,,virginia,,waynesboro,,,,,,
creed,creed,,,7pm,tomorrow,,,,,,downtown,la,,3d,,,,
creed,pacific sherman oaks 5,,,7pm,tomorrow,,,,,,downtown,la,,3d,,,,
creed,amc la mirada 7,,,7pm,tomorrow,,,,,,downtown,la,,3d,,,,
creed,AMC La Mirada,,,7pm,tomorrow,,,,,,downtown,la,,3d,,,,
creed,amc,,,7pm,tomorrow,,,,,,downtown,la,,3d,,,,
zootopia,carmike summit 16,,,2pm,today,,,,35246,al,,birmingham,,,,,,
zootopia,15,,,2pm,today,,,,35246,al,,birmingham,,,,,,
zootopia,carmike summit 16,,,2pm,today,,,,35242,al,,birmingham,,,,,,
zootopia,15,,,2pm,today,,,,35242,al,,birmingham,,,,,,
zootopia,carmike summit 16,,,1:30,today,,,,35246,al,,birmingham,,,,,,
spotlight,regal meridian 16,,name,9:00 pm,tomorrow,,,,,,,seattle,,,,,,
zootopia,buford georgia,,,night,this friday,r,,,,,,,comedy,,,tina fey,,
zootopia,Whiskey Tango Foxtrot,,,night,this friday,r,,,,,,,comedy,,,tina fey,,
zootopia,mall of georgia,,,night,this friday,r,,,,,,,comedy,,,tina fey,,
zootopia,buford georgia,,,night,this friday,r,,,,,,,animated,,,tina fey,,
zootopia,Whiskey Tango Foxtrot,,,night,this friday,r,,,,,,,animated,,,tina fey,,
avengers,,,,,june 17 2016,,,,,,,,,,,,,
avengers,finding dory,,,,june 17 2016,,,,,,,,,,,,,
finding dory,,,,,june 17 2016,,,,,,,,,,,,,
finding dory,finding dory,,,,june 17 2016,,,,,,,,,,,,,
spotlight,regal meridian 16,,,9:00 pm,tomorrow,,,,,,,seattle,,,,,,
hail caesar,regal meridian 16,,,8:45 pm,tomorrow,,,,,,,seattle,,,,,,
hail caesar,regal meridian 16,,,8:45,tomorrow,,,,,,,seattle,,,,,,
zootopia,carmike 16,,,2pm,today,,,,,al,,birmingham,,,,,,
zootopia,carmike the summit 16,,,2pm,today,,,,,al,,birmingham,,,,,,
zootopia,carmike 16,,,1:30pm,today,,,,,al,,birmingham,,,,,,
zootopia,carmike the summit 16,,,1:30pm,today,,,,,al,,birmingham,,,,,,
deadpool,amc pacific place 11,,,6:10pm,tonight,,,,98101,wa,,seattle,,,,,,
deadpool,amc pacific place 11,,,6:10pm,tonight,,,,98101,wa,,bellevue,,,,,,
deadpool,bellevue lincoln square cinemas,,,6:10pm,tonight,,,,98101,wa,,seattle,,,,,,
deadpool,bellevue lincoln square cinemas,,,6:10pm,tonight,,,,98101,wa,,bellevue,,,,,,
deadpool,amc pacific place 11,,,6:10pm,tonight,,,,98004,wa,,seattle,,,,,,
deadpool,lake theater,,,7 pm,tomorrow,,,,,IA,,Clear Lake,,,,,,
deadpool,Mason city IA cinema west,,,7 pm,tomorrow,,,,,IA,,Clear Lake,,,,,,
deadpool,cinema west,,,7 pm,tomorrow,,,,,IA,,Clear Lake,,,,,,
deadpool,lake theater,,,7pm,tomorrow,,,,,IA,,Clear Lake,,,,,,
deadpool,Mason city IA cinema west,,,7pm,tomorrow,,,,,IA,,Clear Lake,,,,,,
star wars,,,,anytime after 6pm,Friday the 11th,,amc showplace carbondale 8,,,illinois,vicinity,du quoin,thriller science fiction,,,,,
star wars,,,,anytime after 6pm,Friday the 11th,,amc showplace carbondale 8,,,illinois,vicinity,carbondale,thriller science fiction,,,,,
star wars,,,,anytime after 6pm,Friday the 11th,,amc showplace carbondale 8,,,illinois,vicinity,Du Quoin,thriller science fiction,,,,,
star wars,,,,anytime after 6pm,Friday the 11th,,amc showplace carbondale 8,,,il,vicinity,du quoin,thriller science fiction,,,,,
star wars,,,,anytime after 6pm,Friday the 11th,,amc showplace carbondale 8,,,il,vicinity,carbondale,thriller science fiction,,,,,
whiskey tango foxtrot,carmike 12,,,around 6pm,wednesday,,,,,pennsylvania,,san francisco,,,,,,
whiskey tango foxtrot,carmike 12,,,around 6pm,wednesday,,,,,pennsylvania,,altoona,,,,,,
whiskey tango foxtrot,carmike 12,,,5pm,wednesday,,,,,pennsylvania,,san francisco,,,,,,
whiskey tango foxtrot,carmike 12,,,5pm,wednesday,,,,,pennsylvania,,altoona,,,,,,
whiskey tango foxtrot,carmike 12,,,7:40pm,wednesday,,,,,pennsylvania,,san francisco,,,,,,
,,,restaurant,7:00 pm,tomorrow,,amc pacific place 11,,,,,seattle,,,,,,
hail caesar,regal meridian 16,,,8:45 pm,tomorrow,,,,,,,seattle,,,,,,
star wars,Living Room Theaters Century Eastport 16,,,between 8 and 10 pm,friday,,,,,oregon,,portland,,,,,,
star wars,Century Clackamas Town Center,,,between 8 and 10 pm,friday,,,,,oregon,,portland,,,,,,
star wars,XD,,,between 8 and 10 pm,friday,,,,,oregon,,portland,,,,,,
star wars,Living Room Theaters,,,between 8 and 10 pm,friday,,,,,oregon,,portland,,,,,,
star wars,Living Room Theaters Century Eastport 16,,,9:25pm,friday,,,,,oregon,,portland,,,,,,
zoolander 2,regal meridian 16,,search by movie or movie theater,2:00pm,today,,,,98126,wa,closest,seattle,,,,,cheapest,
zoolander 2,regal meridian 16,,search by movie or movie theater,2:00pm,today,,,,98101,wa,closest,seattle,,,,,cheapest,
zoolander 2,regal meridian 16,,search by movie or movie theater,4:30pm,today,,,,98126,wa,closest,seattle,,,,,cheapest,
zoolander 2,regal meridian 16,,search by movie or movie theater,4:30pm,today,,,,98101,wa,closest,seattle,,,,,cheapest,
zoolander 2,regal meridian 16,,search by movie or movie theater,7:00pm,today,,,,98126,wa,closest,seattle,,,,,cheapest,
deadpool,regal la live stadium 14,,,8 pm,tonight,,amc,,,,around the city,los angeles,,,,,,
deadpool,regal la live stadium 14,,,12:00pm,tonight,,amc,,,,around the city,los angeles,,,,,,
deadpool,regal la live stadium 14,,,1:00pm,tonight,,amc,,,,around the city,los angeles,,,,,,
deadpool,regal la live stadium 14,,,3:00pm,tonight,,amc,,,,around the city,los angeles,,,,,,
deadpool,regal la live stadium 14,,,6:00pm,tonight,,amc,,,,around the city,los angeles,,,,,,
,,,,,weekend,,,,,,,,,,,,,
kung fu panda 3,amc west oaks 14,,,around 6 pm,tomorrow,,,,,fl,far away from disney,orlando,,standard,,,,
kung fu panda 3,amc west oaks 14,,,around 6 pm,tomorrow,,,,,fl,far away from disney,orlando,,3d,,,,
kung fu panda 3,amc west oaks 14,,,1:30pm,tomorrow,,,,,fl,far away from disney,orlando,,standard,,,,
kung fu panda 3,amc west oaks 14,,,1:30pm,tomorrow,,,,,fl,far away from disney,orlando,,3d,,,,
kung fu panda 3,amc west oaks 14,,,1:30 pm,tomorrow,,,,,fl,far away from disney,orlando,,standard,,,,
creed,regency academy,,,around noon,tomorrow,,,,,,,regency academy 6 theater,,,,,,
creed,regency academy,,,1:00pm,tomorrow,,,,,,,regency academy 6 theater,,,,,,
london has fallen,regal meridian 16,,indian restaurant,9:20 pm,tomorrow,,,,,,,seattle,,,,,,
london has fallen,regal meridian 16,, movie purchasing service,9:20 pm,tomorrow,,,,,,,seattle,,,,,,
london has fallen,regal meridian 16,,name,9:20 pm,tomorrow,,,,,,,seattle,,,,,,
spotlight,regal meridian 16,,,9:00 pm,tomorrow,,,,,,,seattle,,,,,,
zootopia,cinemakr egyptian 24,,,3:20pm,friday,,,,,maryland,,baltimore,,3d,,,,
zootopia,cinemakr egyptian 24,,,9:45pm,friday,,,,,maryland,,baltimore,,3d,,,,
zootopia,cinemakr egyptian 24,,,3:20pm,3/11,,,,,maryland,,baltimore,,3d,,,,
zootopia,cinemakr egyptian 24,,,9:45pm,3/11,,,,,maryland,,baltimore,,3d,,,,
gods of egypt,cinemakr egyptian 24,,,3:20pm,friday,,,,,maryland,,baltimore,,3d,,,,
spotlight,amc lowes oak tree 6,,restaurant,7:25 pm,tomorrow,,,,,,,seattle,,,,,,
spotlight,amc lowes oak tree 6,,movie ticket buying service,7:25 pm,tomorrow,,,,,,,seattle,,,,,,
spotlight,amc lowes oak tree 6,,restaurant booking service,7:25 pm,tomorrow,,,,,,,seattle,,,,,,
deadpool,pacific theatres,,,8:05,tomorrow night,,,,,,,los angeles,,,,,,
deadpool,pacific theatres,,,8:05,tomorrow,,,,,,,los angeles,,,,,,
deadpool,pacific theatres,,,8:05,friday,,,,,,,los angeles,,,,,,
deadpool,pacific theater,,,8:05,tomorrow night,,,,,,,los angeles,,,,,,
deadpool,pacific theater,,,8:05,tomorrow,,,,,,,los angeles,,,,,,
the witch,cinemar downey,,early in the day,early,tomorrow,,,,90601,,closest,,,,,,,
the witch,amc theaters puente hills,,early in the day,early,tomorrow,,,,90601,,closest,,,,,,,
the witch,cinemar downey,,two,early,tomorrow,,,,90601,,closest,,,,,,,
the witch,amc theaters puente hills,,two,early,tomorrow,,,,90601,,closest,,,,,,,
the witch,cinemar downey,,early in the day,10:35,tomorrow,,,,90601,,closest,,,,,,,
deadpool,Richland Cinemas,,,between 8 and 9pm,tomorrow,,,,,pennsylvania,,johnstown,,,,,,
deadpool,richland cinemas,,,between 8 and 9pm,tomorrow,,,,,pennsylvania,,johnstown,,,,,,
deadpool,Richland Cinemas,,,7:20pm,tomorrow,,,,,pennsylvania,,johnstown,,,,,,
deadpool,richland cinemas,,,7:20pm,tomorrow,,,,,pennsylvania,,johnstown,,,,,,
deadpool,Richland Cinemas,,,9:50 pm,tomorrow,,,,,pennsylvania,,johnstown,,,,,,
star wars,living room theaters,,,10 pm,friday evening,,century eastport 16,,,oregon,,portland,super great day,3d,,,,
star wars,century eastport 16,,,10 pm,friday evening,,century eastport 16,,,oregon,,portland,super great day,3d,,,,
star wars,living room theaters,,,10 pm,friday evening,,century eastport 16,,,oregon,,portland,super great day,standard,,,,
star wars,century eastport 16,,,10 pm,friday evening,,century eastport 16,,,oregon,,portland,super great day,standard,,,,
star wars,living room theaters,,,9:25,friday evening,,century eastport 16,,,oregon,,portland,super great day,3d,,,,
kung fu panda 3,...,,,matinee,7th,pg,,,98101,washington,,seattle,,,,,,
kung fu panda 3,...,,,matinee,7th,pg,,,98101,washington,,bellevue,,,,,,
kung fu panda 3,regal meridian 16,,,matinee,7th,pg,,,98101,washington,,seattle,,,,,,
kung fu panda 3,regal meridian 16,,,matinee,7th,pg,,,98101,washington,,bellevue,,,,,,
kung fu panda 3,bellevue lincoln square cinemas,,,matinee,7th,pg,,,98101,washington,,seattle,,,,,,
room,amc pacific place 11 theater,,,9:30 pm,tomorrow,,,,,,,seattle,,,,,,
the witch,regal la live stadium 14,,,from noon to 4pm,,,,,,,,los angeles,,,,,,
the witch,regal la live stadium 14,,,8:30pm,,,,,,,,los angeles,,,,,,
the witch,regal la live stadium 14,,,11:00pm,,,,,,,,los angeles,,,,,,
the witch,regal la live stadium 14,,,11pm,,,,,,,,los angeles,,,,,,
star wars,Imagine theater Shelby Township,,,afternoon,tomorrow,,,,,,,,,,,,,
deadpool,the pearl theatre,,,1:30pm,tomorrow,,,,19101,pa,near you,philadelphia,,,,,,
deadpool,the pearl theatre,,,1:30pm,tomorrow,,,,19121,pa,near you,philadelphia,,,,,,
deadpool,the pearl theatre,,,4:30pm,tomorrow,,,,19101,pa,near you,philadelphia,,,,,,
deadpool,the pearl theatre,,,4:30pm,tomorrow,,,,19121,pa,near you,philadelphia,,,,,,
deadpool,the pearl theatre,,,7:30pm,tomorrow,,,,19101,pa,near you,philadelphia,,,,,,
zootopia,regal meridian 16,,,night,tomorrow,,,,98101,washington,,seattle,comedy,,,,,
zootopia,regal meridian,,,night,tomorrow,,,,98101,washington,,seattle,comedy,,,,,
zootopia,regal meridian 16,,,night,tomorrow,,,,98101,washington,,seattle,comedies),,,,,
zootopia,regal meridian,,,night,tomorrow,,,,98101,washington,,seattle,comedies),,,,,
zootopia,regal meridian 16,,,night,tomorrow,,,,98101,wa,,seattle,comedy,,,,,
kung fu panda 3,amc van ness 14,,,2:25pm,tomorrow afternoon,,,,,,,northern san francisco,,3d,,,,
kung fu panda 3,century 20 daly city,,,2:25pm,tomorrow afternoon,,,,,,,northern san francisco,,3d,,,,
kung fu panda 3,amc,,,2:25pm,tomorrow afternoon,,,,,,,northern san francisco,,3d,,,,
kung fu panda 3,amc van ness 14,,,2:25pm,tomorrow afternoon,,,,,,,northern san francisco,,standard,,,,
kung fu panda 3,century 20 daly city,,,2:25pm,tomorrow afternoon,,,,,,,northern san francisco,,standard,,,,
zootopia,regal meridian 16,,,9:10 pm,tomorrow,,,,,,,seattle,,3d,,,,
zootopia,regal meridian 16,,safeco field,,tonight,,,,,washington,near my location,seattle,comedy,,number 1,,,
zootopia,regal meridian 16,,many,,tonight,,,,,washington,near my location,seattle,comedy,,number 1,,,
zootopia,regal meridian 16,,safeco field,,tonight,,,,,washington,near my location,seattle,comedies,,number 1,,,
zootopia,regal meridian 16,,many,,tonight,,,,,washington,near my location,seattle,comedies,,number 1,,,
Whiskey Tango Foxtrot,regal meridian 16,,safeco field,,tonight,,,,,washington,near my location,seattle,comedy,,number 1,,,
deadpool,amc pacific place 11 theater,,,9:00 pm,tomorrow,,,,,,,seattle,,,,,,
zootopia,bellevue lincoln square cinemas,2,pizza place,night,tomorrow,,,,98004,wa,,seattle,animated,,4 5/5 stars,,,
zootopia,bellevue lincoln square cinemas,2,pizza place,night,tomorrow,,,,98004,wa,,st louis,animated,,4 5/5 stars,,,
zootopia,bellevue lincoln square cinemas,2,pizza place,night,tomorrow,,,,98004,wa,,bellevue,animated,,4 5/5 stars,,,
zootopia,bellevue lincoln square cinemas,2,pizza place,night,tomorrow,,,,98004,wa,,seattle,kid,,4 5/5 stars,,,
zootopia,bellevue lincoln square cinemas,2,pizza place,night,tomorrow,,,,98004,wa,,st louis,kid,,4 5/5 stars,,,
the witch,carmike 10,,increased functionality,evening around 7,tomorrow,,,,,tn,downtown,knoxville,,3d,,,,
the witch,please,,increased functionality,evening around 7,tomorrow,,,,,tn,downtown,knoxville,,3d,,,,
the witch,carmike 10,,increased functionality,7:30pm,tomorrow,,,,,tn,downtown,knoxville,,3d,,,,
the witch,please,,increased functionality,7:30pm,tomorrow,,,,,tn,downtown,knoxville,,3d,,,,
race,amc pacific place 11 theater,,,10:00 pm,tomorrow,,,,,,,seattle,,,,,,
zootopia,mesa grand 24,,,night,friday,,amc theater,tina fey,85249,,,,romantic comedy,,good,,,
zootopia,mesa grand 24,,,night,friday,,amc ahwatukee 24,tina fey,85249,,,,romantic comedy,,good,,,
zootopia,mesa grand 24,,,night,friday,, amc mesa grand 24,tina fey,85249,,,,romantic comedy,,good,,,
zootopia,mesa grand,,,night,friday,,amc theater,tina fey,85249,,,,romantic comedy,,good,,,
zootopia,mesa grand,,,night,friday,,amc ahwatukee 24,tina fey,85249,,,,romantic comedy,,good,,,
the big short,regal meridian 16,,pizza restaurant,the next,tonight,,,,98101,wa,near safeco field,seattle,drama,,,,,
the big short,regal meridian 16,,pizza restaurant,the next,tonight,,,,98101,wa,in your area,seattle,drama,,,,,
the big short,regal meridian 16,,pizza restaurant,8:45,tonight,,,,98101,wa,near safeco field,seattle,drama,,,,,
the big short,regal meridian 16,,pizza restaurant,8:45,tonight,,,,98101,wa,in your area,seattle,drama,,,,,
zootopia,regal meridian 16,,,9:10 pm,tomorrow,,,,,,,seattle,,,,,,
the big short,regal meridian 16,,restaurant,the next showing,tonight,,,,98101,wa,near safeco field,safeco field,drama,,,,,
the big short,regal meridian 16,,restaurant,the next showing,tonight,,,,98101,wa,near safeco field,seattle,drama,,,,,
the big short,regal meridian 16,,restaurant,the next showing,tonight,,,,98101,wa,near,safeco field,drama,,,,,
the big short,regal meridian 16,,restaurant,the next showing,tonight,,,,98101,wa,near,seattle,drama,,,,,
the big short,regal meridian 16,,restaurant,the next showing,tonight,,,,98101,wa,in your area,safeco field,drama,,,,,
deadpool,carmike summit 16,,,around 2pm,sunday,,,,,al,,birmingham,,,,,,
deadpool,carmike summit 16,,,2:05 pm,sunday,,,,,al,,birmingham,,,,,,
deadpool,boyou vista la,,,night,weekend,,,,,,,,,,,,,
deadpool,boyou vista la,,,night,friday,,,,,,,,,,,,,
deadpool,boyou vista la,,,night,this weekend,,,,,,,,,,,,,
deadpool,boyou vista la,,,night,earlier day,,,,,,,,,,,,,
deadpool,boyou vista la,,,night,thursday,,,,,,,,,,,,,
brothers grimsby,regal south beach,,,8pm,friday,,,,,,,miami,,,,,,
brothers grimsby,amc sunset place 24,,,8pm,friday,,,,,,,miami,,,,,,
brothers grimsby,regal south beach,,,7:40,friday,,,,,,,miami,,,,,,
brothers grimsby,amc sunset place 24,,,7:40,friday,,,,,,,miami,,,,,,
brothers grimsby,regal south beach,,,6:00,friday,,,,,,,miami,,,,,,
big short,regal meridian 16,,,8:45 pm,tomorrow,,,,,,,seattle,,,,,,
the big short,regal meridian 16,,,8:45 pm,tomorrow,,,,,,,seattle,,,,,,
zootopia,bellevue lincoln square cinemas,2,pizza place,evening,tomorrow night,,,,98004,wa,,seattle,animated,,4.5/5,,,
zootopia,bellevue lincoln square cinemas,2,pizza place,evening,tomorrow night,,,,98004,wa,,st louis,animated,,4.5/5,,,
zootopia,bellevue lincoln square cinemas,2,pizza place,evening,tomorrow night,,,,98004,wa,,bellevue,animated,,4.5/5,,,
zootopia,bellevue lincoln square cinemas,2,pizza place,evening,tomorrow night,,,,98004,wa,,seattle,kids,,4.5/5,,,
zootopia,bellevue lincoln square cinemas,2,pizza place,evening,tomorrow night,,,,98004,wa,,st louis,kids,,4.5/5,,,
the forest,regency norwalk 8,,laughable,7:40pm,saturday,,,,,,,la,horror,,8%,,,
the forest,amc la 7,,laughable,7:40pm,saturday,,,,,,,la,horror,,8%,,,
the forest,amc la mirada,,laughable,7:40pm,saturday,,,,,,,la,horror,,8%,,,
the forest,amc la,,laughable,7:40pm,saturday,,,,,,,la,horror,,8%,,,
the forest,regency norwalk 8,,rotten tomatoes,7:40pm,saturday,,,,,,,la,horror,,8%,,,
how to be single,wehrenberg ronnies 20 cine and imax,,subtitles,7:20,,,,,63126,mo,near here,st louis,romantic,,nice,,,
how to be single,wehrenberg ronnies 20 cine and imax,,subtitles,7:20,,,,,63126,mo,near here,sappington,romantic,,nice,,,
how to be single,wehrenberg ronnies 20 cine and imax,,english and chinese subtitles,7:20,,,,,63126,mo,near here,st louis,romantic,,nice,,,
how to be single,wehrenberg ronnies 20 cine and imax,,english and chinese subtitles,7:20,,,,,63126,mo,near here,sappington,romantic,,nice,,,
how to be single,wehrenberg ronnies 20 cine and imax,,subtitles,10:05,,,,,63126,mo,near here,st louis,romantic,,nice,,,
zootopia,all,,,around 6 pm,this evening,,,,98101,wa,south side,seattle,,2d,,,,
zootopia,all,,,around 6 pm,this evening,,,,98101,wa,south side,bellevue,,2d,,,,
zootopia,regal meridian 16,,,around 6 pm,this evening,,,,98101,wa,south side,seattle,,2d,,,,
zootopia,regal meridian 16,,,around 6 pm,this evening,,,,98101,wa,south side,bellevue,,2d,,,,
zootopia,bellevue lincoln square cinemas,,,around 6 pm,this evening,,,,98101,wa,south side,seattle,,2d,,,,
the witch,regal meridian 16,,,9:30 pm,tomorrow,,,,,,,seattle,,,,,,
zootopia,regal meridian 16,,,9:10 pm,tomorrow,,,,,,,seattle,,3d,,,,
london has fallen,paradise cinema 7,,,early afternoon,tomorrow,,,,,ca,,chico,drama,,,,,
london has fallen,tinseltown,,,early afternoon,tomorrow,,,,,ca,,chico,drama,,,,,
london has fallen,cinemark 14,,,early afternoon,tomorrow,,,,,ca,,chico,drama,,,,,
london has fallen, paradisa cinema 7,,,early afternoon,tomorrow,,,,,ca,,chico,drama,,,,,
london has fallen,paradise cinema 7,,,early afternoon,3/11,,,,,ca,,chico,drama,,,,,
10 cloverfield lane,beaver creek stadium 12,,matinee,1:50,,,,,,,,,,,,,adult price is 8,
10 cloverfield lane,beaver creek stadium 12,,matinee,1:50,,,,,,,,,,,,,32,
10 cloverfield lane,beaver creek stadium 12,, matinee,1:50,,,,,,,,,,,,,adult price is 8,
10 cloverfield lane,beaver creek stadium 12,, matinee,1:50,,,,,,,,,,,,,32,
10 cloverfield lane,beaver creek stadium 12,,matinee, 4:30,,,,,,,,,,,,,adult price is 8,
zootopia,regal meridian 16,,good restaurant,around 8 pm,tomorrow,,,,,wa,near me,seattle,,3d,good,,,
zootopia,bellevue lincoln square cinemas,,good restaurant,around 8 pm,tomorrow,,,,,wa,near me,seattle,,3d,good,,,
zootopia,varsity theatre,,good restaurant,around 8 pm,tomorrow,,,,,wa,near me,seattle,,3d,good,,,
zootopia,regal meridian 16,,good restaurant,around 8 pm,tomorrow,,,,,wa,near me,seattle,,regular,good,,,
zootopia,bellevue lincoln square cinemas,,good restaurant,around 8 pm,tomorrow,,,,,wa,near me,seattle,,regular,good,,,
london has fallen,,,,closest to noon,next saturday,,,,90601,,,whittier village stadium cinemas,action,,top rated,,,
london has fallen,,,,closest to noon,mar 12,,,,90601,,,whittier village stadium cinemas,action,,top rated,,,
london has fallen,,,,1:30pm,next saturday,,,,90601,,,whittier village stadium cinemas,action,,top rated,,,
london has fallen,,,,1:30pm,mar 12,,,,90601,,,whittier village stadium cinemas,action,,top rated,,,
spotlight,regal meridian 16,,name,9:00 pm,tomorrow,,,,,,,seattle,,,,,,
deadpool,CENTURY 12 EVANSTON/CINÃ‰ARTS 6 AND XD,,currently,10:45am,tomorrow,,,,60201,illinois,your area,evanston,,,top rated,,,
deadpool,CENTURY 12 EVANSTON/CINÃ‰ARTS 6 AND XD,,currently,10:45am,tomorrow,,,,60201,il,your area,evanston,,,top rated,,,
deadpool,CENTURY 12 EVANSTON/CINÃ‰ARTS 6 AND XD,,currently,12:00pm,tomorrow,,,,60201,illinois,your area,evanston,,,top rated,,,
deadpool,CENTURY 12 EVANSTON/CINÃ‰ARTS 6 AND XD,,currently,12:00pm,tomorrow,,,,60201,il,your area,evanston,,,top rated,,,
deadpool,CENTURY 12 EVANSTON/CINÃ‰ARTS 6 AND XD,,currently,2:40pm,tomorrow,,,,60201,illinois,your area,evanston,,,top rated,,,
